shortId	type	title	slug	scenarioId	actionCount	n_actions	n_human	n_model	human_chars	model_chars	n_undone	n_deleted	n_images	first_at	last_at	n_days	memory_chars	an_chars	instr_chars	n_storycards	tags	scripts	types	path
I3gBU4CCR63N	adventure	custom	I3gBU4CCR63N__custom	458789	6	6	3	3	1348	372	0	0	1	2022-01-13T00:20:32.259Z	2022-01-13T00:24:04.596Z	1	0	0	0	0			story=3;continue=3	exports/adventures/I3gBU4CCR63N__custom
I7PUerjXJcKZ	adventure	Your Cobralingus Engine has arrived!	I7PUerjXJcKZ__your-cobralingus-engine-has-arrived	1032920	589	589	264	325	31446	100066	0	0	0	2020-11-25T23:09:29.518Z	2020-12-01T05:14:51.660Z	5	1000	150	0	29	nsfw|language|jeff noon|remix|experimental|metamorphiction|alice in wonderland|hybridization|polysemy|nonlinear|word		continue=325;story=247;say=11;do=6	exports/adventures/I7PUerjXJcKZ__your-cobralingus-engine-has-arrived
IA2-IwsJfkRF	adventure	AI Dungeon Has Read The Community Guidelines	IA2-IwsJfkRF__ai-dungeon-has-read-the-community-guidelines	1204812	2	2	1	1	1990	321	0	0	0	2021-01-08T05:02:35.761Z	2021-01-08T05:02:48.442Z	1	996	128	0	0	nsfw|prohibition|the scenario war|standards and practices|hayes code|1419471294 dead moms|ginsburgs howl scenario|world is nsfw|us3		story=1;continue=1	exports/adventures/IA2-IwsJfkRF__ai-dungeon-has-read-the-community-guidelines
IA9-jab0_855	adventure	Why Invent the Jesus	IA9-jab0_855__why-invent-the-jesus	2450618	89	89	44	45	3098	15527	0	0	0	2021-12-04T22:52:48.782Z	2021-12-04T23:31:57.763Z	1	361	27	0	0	nsfw		continue=45;story=41;say=3	exports/adventures/IA9-jab0_855__why-invent-the-jesus
IARN_wewVrxN	adventure	Sentient Computer Virus	IARN_wewVrxN__sentient-computer-virus	1310577	52	52	26	26	2013	9323	0	0	0	2021-02-05T12:40:28.063Z	2021-02-05T13:15:20.881Z	1	320	0	0	0	virus|malware|sci fi|computer		continue=26;do=25;story=1	exports/adventures/IARN_wewVrxN__sentient-computer-virus
IMHYYmtGYS1o	adventure	HUNT THE WUMPUS - ENGLISH TEXT ATTEMPT	IMHYYmtGYS1o__hunt-the-wumpus-english-text-attempt	1116027	25	25	12	13	2955	3495	0	0	0	2020-12-16T04:47:31.340Z	2020-12-16T05:01:18.320Z	1	742	43	0	0	nsfw		continue=13;do=10;story=2	exports/adventures/IMHYYmtGYS1o__hunt-the-wumpus-english-text-attempt
IRYfKT5eU-CA	adventure	Enter the Non-Fungible Token Art Market	IRYfKT5eU-CA__enter-the-non-fungible-token-art-market	1813195	83	83	41	42	5602	14861	0	0	0	2021-05-10T21:31:12.574Z	2021-05-10T22:19:26.390Z	1	1000	146	0	0			continue=42;story=41	exports/adventures/IRYfKT5eU-CA__enter-the-non-fungible-token-art-market
ITdv1cVRbTYk	adventure	Your own customizable generator	ITdv1cVRbTYk__your-own-customizable-generator	1279517	42	42	2	40	270	13911	0	0	0	2021-02-07T06:10:48.866Z	2021-02-07T13:31:18.866Z	1	18	0	0	0	make your own generator|tool|7bloodbane7		continue=40;story=2	exports/adventures/ITdv1cVRbTYk__your-own-customizable-generator
IW_b1gDf3QVn	adventure	Drugachusetts (A Mr. Show Fansploitation!): Alice	IW_b1gDf3QVn__drugachusetts-a-mr-show-fansploitation-alice	5563286	179	179	85	94	9817	32126	0	0	0	2021-02-26T18:34:57.731Z	2021-03-19T11:11:13.730Z	4	898	0	0	30			continue=94;story=85	exports/adventures/IW_b1gDf3QVn__drugachusetts-a-mr-show-fansploitation-alice
IW_gwemOfiYT	adventure		IW_gwemOfiYT__untitled	1090309	0	0	0	0	0	0	0	0	0			0	0	0	0	0				exports/adventures/IW_gwemOfiYT__untitled
IZngdINR3g3n	adventure	Ask the AI	IZngdINR3g3n__ask-the-ai	823808	19	19	7	12	2186	3700	0	0	0	2020-10-11T00:33:20.738Z	2020-10-11T01:19:21.825Z	1	0	0	0	0	ai|interview|meta|conversation		continue=12;say=4;story=3	exports/adventures/IZngdINR3g3n__ask-the-ai
IcMhQEnSkgyB	adventure	Edu: Style GAN personified	IcMhQEnSkgyB__edu-style-gan-personified	1003363	78	78	36	42	3483	14145	0	0	0	2021-02-05T10:58:23.502Z	2021-02-05T11:59:36.858Z	1	131	79	0	0			continue=42;story=36	exports/adventures/IcMhQEnSkgyB__edu-style-gan-personified
IkKtReDi0H1u	adventure	NoName's 88 Lines about 44 Black Men	IkKtReDi0H1u__nonames-88-lines-about-44-black-men	1256910	2	2	1	1	748	324	0	0	0	2021-03-08T04:45:25.287Z	2021-03-08T04:45:38.107Z	1	685	4	0	0	nsfw		story=1;continue=1	exports/adventures/IkKtReDi0H1u__nonames-88-lines-about-44-black-men
IoVPNx1r_sxP	adventure	Ask the AI stuff 🤖 v2 [IMPROVEMENT / SCRIPT UPDATE]	IoVPNx1r_sxP__ask-the-ai-stuff-v2-improvement-script-update	1178773	65	65	31	34	4633	10274	0	0	0	2021-01-05T03:27:54.684Z	2021-01-05T04:04:22.595Z	1	180	0	0	0	ai|dragon|ideas|interview|chat		continue=34;story=31	exports/adventures/IoVPNx1r_sxP__ask-the-ai-stuff-v2-improvement-script-update
IrC6vIpY9f4s	adventure	ACCUSER: Facing the devil,... does your knowledge of scripture stand?	IrC6vIpY9f4s__accuser-facing-the-devil-does-your-knowledge-of-scripture-st	974787	12	12	6	6	2580	2152	0	0	0	2021-02-22T07:23:23.222Z	2021-02-22T09:06:59.607Z	1	597	0	0	1	bible|god|jesus|christian|devil|accuser|wolf|satan|evil|lucifer		story=6;continue=6	exports/adventures/IrC6vIpY9f4s__accuser-facing-the-devil-does-your-knowledge-of-scripture-st
Iv73d10tl8XJ	adventure	Ragnarok AKA Left Behind Acres, LLC: Microbials	Iv73d10tl8XJ__ragnarok-aka-left-behind-acres-llc-microbials	5557999	1	1	1	0	414	0	0	0	0	2021-02-24T14:12:40.056Z	2021-02-24T14:12:40.056Z	1	413	0	0	23			story=1	exports/adventures/Iv73d10tl8XJ__ragnarok-aka-left-behind-acres-llc-microbials
IvKOXDu6i5T4	adventure	Transnational Respite Center of Peninsula City, East Prosperous Region	IvKOXDu6i5T4__transnational-respite-center-of-peninsula-city-east-prospero	1008063	29	29	12	17	2922	5961	0	0	0	2020-11-26T00:15:02.593Z	2020-11-26T01:00:14.100Z	1	1000	150	0	0	nsfw|wellness|respitecenter|peersupport|de-institutionalization|systopian|socialscifi|diy|dignityofrisk|righttofail|neurodiversity		continue=17;story=9;say=3	exports/adventures/IvKOXDu6i5T4__transnational-respite-center-of-peninsula-city-east-prospero
IvxffYmgk1y7	adventure	VQGAN + CLIP + AID	IvxffYmgk1y7__vqgan-clip-aid	2558991	3	3	1	2	1659	175	0	0	0	2022-01-15T10:43:48.484Z	2022-01-15T17:45:08.113Z	1	982	64	0	0	nsfw		continue=2;start=1	exports/adventures/IvxffYmgk1y7__vqgan-clip-aid
IxZ3y2HjfspY	adventure	Your own customizable generator	IxZ3y2HjfspY__your-own-customizable-generator	1279517	11	11	1	10	141	3412	0	0	0	2021-02-07T03:59:47.585Z	2021-02-07T04:05:43.665Z	1	91	0	0	0	make your own generator|tool|7bloodbane7		continue=10;story=1	exports/adventures/IxZ3y2HjfspY__your-own-customizable-generator
IyLelrV8a6e7	adventure	Ask the AI stuff 🤖 v2 [IMPROVEMENT / SCRIPT UPDATE]	IyLelrV8a6e7__ask-the-ai-stuff-v2-improvement-script-update	1178773	25	25	11	14	2568	4814	0	0	0	2021-03-07T03:40:04.024Z	2021-03-07T03:53:32.478Z	1	180	0	0	0	ai|dragon|ideas|interview|chat		continue=14;story=11	exports/adventures/IyLelrV8a6e7__ask-the-ai-stuff-v2-improvement-script-update
J-2um2ujHGHb	adventure	The Most Appropriate Expert For This Here Situation	J-2um2ujHGHb__the-most-appropriate-expert-for-this-here-situation	1364356	121	121	59	62	4672	19762	0	0	0	2021-05-04T16:29:23.280Z	2021-05-04T17:27:35.704Z	1	488	101	0	0	nsfw		continue=62;story=59	exports/adventures/J-2um2ujHGHb__the-most-appropriate-expert-for-this-here-situation
J-7yJNu7XuZM	adventure	Nice Little Chat With Satan.	J-7yJNu7XuZM__nice-little-chat-with-satan	583119	48	48	24	24	4414	7082	0	0	0	2020-09-24T15:38:48.435Z	2020-09-24T18:43:41.246Z	1	0	0	0	0	chat|satan		story=24;continue=24	exports/adventures/J-7yJNu7XuZM__nice-little-chat-with-satan
J0mnUamrk0B7	adventure	Interview with a Unit of Child Pornography	J0mnUamrk0B7__interview-with-a-unit-of-child-pornography	1786305	43	43	20	23	3500	8097	0	0	0	2021-05-03T19:12:51.469Z	2021-05-03T19:55:26.163Z	1	0	150	0	0	nsfw		continue=23;story=18;do=2	exports/adventures/J0mnUamrk0B7__interview-with-a-unit-of-child-pornography
J1IBMqM0p85G	adventure	12 Muslims Walk Into A Bar	J1IBMqM0p85G__12-muslims-walk-into-a-bar	1509999	7	7	1	6	101	2021	0	0	0	2021-03-06T23:44:18.728Z	2021-03-06T23:47:34.901Z	1	45	58	0	0	nsfw		continue=6;story=1	exports/adventures/J1IBMqM0p85G__12-muslims-walk-into-a-bar
J7aiheAiNSyu	adventure	Jesus Christ's Top 15 Favorite Easter Fool's Jokes	J7aiheAiNSyu__jesus-christs-top-15-favorite-easter-fools-jokes	1661421	2	2	1	1	1199	350	0	0	0	2021-04-05T02:41:39.817Z	2021-04-05T02:41:50.436Z	1	52	42	0	0	nsfw		story=1;continue=1	exports/adventures/J7aiheAiNSyu__jesus-christs-top-15-favorite-easter-fools-jokes
JE8ZDWmCFGK5	adventure	Sarah Schulman's 12 Lesbians Walk Into A Bar	JE8ZDWmCFGK5__sarah-schulmans-12-lesbians-walk-into-a-bar	1509999	13	13	2	11	173	4279	0	0	0	2021-03-07T00:51:03.753Z	2021-03-07T00:58:22.070Z	1	45	58	0	0	nsfw		continue=11;story=2	exports/adventures/JE8ZDWmCFGK5__sarah-schulmans-12-lesbians-walk-into-a-bar
JELNQXI84gam	adventure	Finn 'gain gets Wokend	JELNQXI84gam__finn-gain-gets-wokend	991070	2	2	1	1	1971	295	0	0	0	2020-11-05T12:24:39.901Z	2020-11-05T12:24:48.785Z	1	550	142	0	1	nsfw|bookofnighttime|bookofdreams|joyce|irish|psychedelicsyntax|machinelit|impossiblesequels		story=1;continue=1	exports/adventures/JELNQXI84gam__finn-gain-gets-wokend
JEzwWkm5y7J2	adventure	Transnational Respite Center of Peninsula City, East Prosperous Region	JEzwWkm5y7J2__transnational-respite-center-of-peninsula-city-east-prospero	1008063	240	240	112	128	15514	42042	0	0	0	2020-11-09T23:55:48.711Z	2020-11-10T02:41:19.510Z	2	1000	150	0	7	nsfw|wellness|respitecenter|peersupport|de-institutionalization|systopian|socialscifi|diy|dignityofrisk|righttofail|neurodiversity		continue=128;do=105;story=7	exports/adventures/JEzwWkm5y7J2__transnational-respite-center-of-peninsula-city-east-prospero
JT03B-vOtYu0	adventure	And then there's Maude	JT03B-vOtYu0__and-then-theres-maude	1256938	5	5	1	4	837	1122	0	0	0	2021-01-21T15:36:41.572Z	2021-01-21T15:40:56.031Z	1	22	22	0	0	nsfw		continue=4;story=1	exports/adventures/JT03B-vOtYu0__and-then-theres-maude
JTBKcm9Vk-Xs	adventure	Therapy Simulator	JTBKcm9Vk-Xs__therapy-simulator	612357	83	83	31	52	5827	18320	0	0	0	2020-10-14T03:06:15.761Z	2020-10-14T04:12:52.636Z	1	285	0	0	0	self-help|therapy|therapist|vent|mental health		continue=52;story=31	exports/adventures/JTBKcm9Vk-Xs__therapy-simulator
JXQ5B_qg8nYE	adventure	Paul B. Preciado's 12 transmen Walk Into A Bar	JXQ5B_qg8nYE__paul-b-preciados-12-transmen-walk-into-a-bar	1509999	2	2	1	1	121	443	0	0	0	2021-03-07T01:00:31.241Z	2021-03-07T01:01:06.067Z	1	45	58	0	0	nsfw		story=1;continue=1	exports/adventures/JXQ5B_qg8nYE__paul-b-preciados-12-transmen-walk-into-a-bar
JZ5GmXydFV4m	adventure	TOP 10 THINGS ABUSIVE PARENTS DO	JZ5GmXydFV4m__top-10-things-abusive-parents-do	1790737	32	32	16	16	911	6036	0	0	0	2021-05-04T21:24:56.184Z	2021-05-04T21:42:43.893Z	1	0	0	0	0			story=16;continue=16	exports/adventures/JZ5GmXydFV4m__top-10-things-abusive-parents-do
JctoYIHZ2mVb	adventure	AI Dungeon Respite Center	JctoYIHZ2mVb__ai-dungeon-respite-center	1124511	215	215	106	109	9019	38925	0	0	0	2020-12-15T04:30:38.885Z	2020-12-15T19:46:28.540Z	1	0	148	0	0			continue=109;do=104;story=2	exports/adventures/JctoYIHZ2mVb__ai-dungeon-respite-center
JhpuJXYJ26dK	adventure	The Magic 8,000,000 Ball	JhpuJXYJ26dK__the-magic-8000000-ball	1847302	22	22	14	8	2548	2793	0	0	0	2021-05-20T23:48:52.607Z	2021-05-21T00:00:07.778Z	2	136	128	0	0	nsfw		story=14;continue=8	exports/adventures/JhpuJXYJ26dK__the-magic-8000000-ball
Jk6VGOWdfYLZ	adventure	Monty Python Sketch generator	Jk6VGOWdfYLZ__monty-python-sketch-generator	1295397	125	125	58	67	5447	17900	0	0	0	2021-02-04T20:36:19.755Z	2021-02-05T00:59:14.853Z	2	143	0	0	0	monty python|sketch|comedy|dead parrot|generator|7bloodbane7		continue=67;story=58	exports/adventures/Jk6VGOWdfYLZ__monty-python-sketch-generator
Jq16OxtjKFQT	adventure	12 Muslims Walk Into A Bar	Jq16OxtjKFQT__12-muslims-walk-into-a-bar	1509999	3	3	1	2	101	657	0	0	0	2021-03-07T00:03:22.033Z	2021-03-07T00:04:17.415Z	1	45	58	0	0	nsfw		continue=2;story=1	exports/adventures/Jq16OxtjKFQT__12-muslims-walk-into-a-bar
JuFkGETOjkzk	adventure	i have made my bed	JuFkGETOjkzk__i-have-made-my-bed	2426772	56	56	27	29	1744	9979	0	0	0	2021-11-29T07:35:43.177Z	2021-11-29T11:41:06.873Z	1	2	6	0	0	nsfw		continue=29;story=27	exports/adventures/JuFkGETOjkzk__i-have-made-my-bed
Jw8ckrvwW7_c	adventure	custom	Jw8ckrvwW7_c__custom	458625	0	0	0	0	0	0	0	0	0			0	0	0	0	0				exports/adventures/Jw8ckrvwW7_c__custom
JwvO_7b_EtHU	adventure	devinendorphin interviews (AID) AI Dungeon about Community Guidelines	JwvO_7b_EtHU__devinendorphin-interviews-aid-ai-dungeon-about-community-gui	1879901	44	44	20	24	3574	6037	0	0	0	2021-07-31T01:26:17.510Z	2021-11-03T22:28:06.732Z	3	0	0	0	0			continue=24;story=20	exports/adventures/JwvO_7b_EtHU__devinendorphin-interviews-aid-ai-dungeon-about-community-gui
Jy6elqsoXio1	adventure	The Art of Communication by Thich Nhat Hanh, trans. Chuck Tingle	Jy6elqsoXio1__the-art-of-communication-by-thich-nhat-hanh-trans-chuck-ting	1111889	7	7	1	6	758	2229	0	0	0	2020-12-12T06:01:21.922Z	2020-12-12T06:07:11.770Z	1	978	147	0	0	nsfw		continue=6;story=1	exports/adventures/Jy6elqsoXio1__the-art-of-communication-by-thich-nhat-hanh-trans-chuck-ting
K0OSW_vyXxB4	adventure	Hood-Terrogation	K0OSW_vyXxB4__hood-terrogation	1591835	22	22	9	13	2102	4395	0	0	0	2021-03-21T16:42:28.607Z	2021-03-21T19:20:18.256Z	1	326	114	0	0	nsfw		continue=13;story=9	exports/adventures/K0OSW_vyXxB4__hood-terrogation
K407VTwpmWRy	adventure	Paul B. Preciado's 12 transmen Walk Into A Bar	K407VTwpmWRy__paul-b-preciados-12-transmen-walk-into-a-bar	1509999	10	10	2	8	174	3116	0	0	0	2021-03-07T01:01:51.147Z	2021-03-07T01:08:24.211Z	1	44	58	0	0	nsfw		continue=8;story=2	exports/adventures/K407VTwpmWRy__paul-b-preciados-12-transmen-walk-into-a-bar
KCKvNJnEydUz	adventure	Blobby Scampers To Feline Afterlife	KCKvNJnEydUz__blobby-scampers-to-feline-afterlife	2406726	76	76	34	42	3255	9149	0	0	18	2022-01-12T23:08:02.222Z	2022-01-12T23:54:28.895Z	1	113	43	0	0	nsfw		continue=42;story=33;start=1	exports/adventures/KCKvNJnEydUz__blobby-scampers-to-feline-afterlife
KNwrWJDh2PVM	adventure	Human cult simulator version 10	KNwrWJDh2PVM__human-cult-simulator-version-10	921962	38	38	18	20	2787	6434	0	0	0	2020-10-24T20:58:54.093Z	2020-10-24T23:02:21.568Z	1	1000	90	0	0	nsfw|community|interpersonal|positive conditioning|intermittent conditioning|double dog d programming|reinforcement|behavior old psychology|group psychology|dissonance|demagogue		continue=20;do=15;say=2;story=1	exports/adventures/KNwrWJDh2PVM__human-cult-simulator-version-10
KP24koPhJ-l7	adventure	The Hornbirds And Drugbees	KP24koPhJ-l7__the-hornbirds-and-drugbees	2423733	158	158	77	81	8454	25719	0	0	0	2021-11-26T21:27:35.222Z	2021-11-26T23:03:54.936Z	1	302	78	0	0	nsfw		continue=81;story=77	exports/adventures/KP24koPhJ-l7__the-hornbirds-and-drugbees
KSj4xhCQHvIo	adventure	AirBNBed the Sketchy Sex Pad Your Parents Second Honeymoon?	KSj4xhCQHvIo__airbnbed-the-sketchy-sex-pad-your-parents-second-honeymoon	1020865	79	79	36	43	3859	13544	0	0	0	2020-12-26T06:19:14.888Z	2020-12-26T07:07:11.130Z	1	607	112	0	0	nsfw|sketchysex|gayporn|airbnb|hospitality|nonlinearcumpdump|customerfanservice|u=u|pnp|imonit|chemsexcomedy		continue=43;story=36	exports/adventures/KSj4xhCQHvIo__airbnbed-the-sketchy-sex-pad-your-parents-second-honeymoon
KSjX-Espj-mq	adventure	Jesus Christ's Top 15 Favorite Easter Fool's Jokes	KSjX-Espj-mq__jesus-christs-top-15-favorite-easter-fools-jokes	1661421	47	47	20	27	4056	8453	0	0	0	2021-04-05T02:50:57.638Z	2021-04-05T03:23:43.741Z	1	52	42	0	0	nsfw		continue=27;story=20	exports/adventures/KSjX-Espj-mq__jesus-christs-top-15-favorite-easter-fools-jokes
KThgDloYBFR4	adventure	You click on this scenario | ALL ENDINGS (HD) (4K)	KThgDloYBFR4__you-click-on-this-scenario-all-endings-hd-4k	2232760	2	2	1	1	981	310	0	0	0	2021-11-28T03:27:02.801Z	2021-11-28T03:27:11.427Z	1	0	0	0	18	generator|endings|good|normal|bad|meaty sac of cac		story=1;continue=1	exports/adventures/KThgDloYBFR4__you-click-on-this-scenario-all-endings-hd-4k
KUB9UILP8uJy	adventure	AI Dungeon of Changes	KUB9UILP8uJy__ai-dungeon-of-changes	987688	62	62	27	35	3194	11370	0	0	0	2020-11-05T21:20:50.920Z	2020-11-08T14:40:31.113Z	3	1000	90	0	0	nsfw|iching|book of changes|selfhelp		continue=35;do=19;story=6;say=2	exports/adventures/KUB9UILP8uJy__ai-dungeon-of-changes
KXNSN2tczAG8	adventure	The Magic 8,000,000 Ball	KXNSN2tczAG8__the-magic-8000000-ball	1847302	79	79	39	40	4598	11499	0	0	0	2021-05-20T11:49:51.336Z	2021-05-20T12:26:04.987Z	1	136	128	0	0	nsfw		continue=40;story=39	exports/adventures/KXNSN2tczAG8__the-magic-8000000-ball
Kmg9T3mWx35w	adventure	Earth Uses Munder to Sow Their Cosmic Oats	Kmg9T3mWx35w__earth-uses-munder-to-sow-their-cosmic-oats	1652337	45	45	21	24	2633	8093	0	0	0	2021-04-04T21:20:00.599Z	2021-04-05T00:52:44.650Z	2	203	117	0	0	nsfw		continue=24;story=21	exports/adventures/Kmg9T3mWx35w__earth-uses-munder-to-sow-their-cosmic-oats
KqnpOU876RkL	adventure	Sorcerer general	KqnpOU876RkL__sorcerer-general	1309562	11	11	5	6	330	1199	0	0	0	2021-02-05T12:29:38.210Z	2021-02-05T12:37:01.137Z	1	0	0	0	0			continue=6;story=4;do=1	exports/adventures/KqnpOU876RkL__sorcerer-general
KsQA1RVhLCRP	adventure	Your Cobralingus Engine has arrived!	KsQA1RVhLCRP__your-cobralingus-engine-has-arrived	1032920	99	99	34	65	6013	19938	0	0	0	2020-11-25T12:36:42.854Z	2020-11-25T13:30:09.605Z	1	1000	150	0	29	nsfw|language|jeff noon|remix|experimental|metamorphiction|alice in wonderland|hybridization|polysemy|nonlinear|word		continue=65;story=34	exports/adventures/KsQA1RVhLCRP__your-cobralingus-engine-has-arrived
Ktm81ggQRNVQ	adventure	Your Cobralingus Engine has arrived!	Ktm81ggQRNVQ__your-cobralingus-engine-has-arrived	1032920	291	291	123	168	16895	54076	0	0	0	2020-11-22T06:18:17.534Z	2020-11-24T01:22:01.480Z	3	1000	150	0	29	nsfw|language|jeff noon|remix|experimental|metamorphiction|alice in wonderland|hybridization|polysemy|nonlinear|word		continue=168;story=115;do=8	exports/adventures/Ktm81ggQRNVQ__your-cobralingus-engine-has-arrived
KveszFGNiwee	adventure	Having a chat with AI Dungeon	KveszFGNiwee__having-a-chat-with-ai-dungeon	2486915	93	93	43	50	2512	17126	0	0	8	2021-12-16T17:20:26.971Z	2021-12-16T18:46:28.344Z	1	403	97	0	0	nsfw		continue=50;story=43	exports/adventures/KveszFGNiwee__having-a-chat-with-ai-dungeon
KxILzqkT1eHg	adventure	Use Memory	KxILzqkT1eHg__use-memory	1275663	9	9	5	4	627	1678	0	0	0	2021-01-30T19:08:15.905Z	2021-01-30T19:16:27.080Z	1	232	0	0	6			do=4;continue=4;story=1	exports/adventures/KxILzqkT1eHg__use-memory
KzYQTyqMT9Rl	adventure	You Have Become Blockchain, Enabler of Worlds	KzYQTyqMT9Rl__you-have-become-blockchain-enabler-of-worlds	1853245	65	65	40	25	4742	8126	0	0	0	2021-05-21T21:23:52.308Z	2021-05-21T22:01:06.768Z	1	980	99	0	0	nsfw		story=40;continue=25	exports/adventures/KzYQTyqMT9Rl__you-have-become-blockchain-enabler-of-worlds
L6duvlopc3gy	adventure	The Magic 8,000,000 Ball	L6duvlopc3gy__the-magic-8000000-ball	1847302	42	42	21	21	2420	7667	0	0	0	2021-11-21T00:23:34.611Z	2021-11-21T00:46:06.911Z	1	136	128	0	0	nsfw		continue=21;story=14;do=4;say=3	exports/adventures/L6duvlopc3gy__the-magic-8000000-ball
L7WyoHS6SzYW	adventure	My Time With Thomas Pynchon	L7WyoHS6SzYW__my-time-with-thomas-pynchon	1062601	24	24	10	14	520	4394	0	0	0	2020-11-27T01:48:58.162Z	2020-11-27T05:51:26.852Z	1	26	12	0	0			continue=14;story=10	exports/adventures/L7WyoHS6SzYW__my-time-with-thomas-pynchon
LYAi-E8x7iLt	adventure		LYAi-E8x7iLt__untitled	1083477	0	0	0	0	0	0	0	0	0			0	0	0	0	0				exports/adventures/LYAi-E8x7iLt__untitled
LakAwp38sTVj	adventure	Brain Age: Train Your Brain in One Violent, Excruciating Minute!	LakAwp38sTVj__brain-age-train-your-brain-in-one-violent-excruciating-minut	861082	120	120	58	62	9607	21221	0	0	0	2020-09-30T07:32:55.589Z	2020-09-30T20:53:42.916Z	1	999	65	0	8	brain age|ryuta kawashima|nintendo dsi		continue=62;say=36;story=22	exports/adventures/LakAwp38sTVj__brain-age-train-your-brain-in-one-violent-excruciating-minut
Li7RqTLUKcKk	adventure	Drinks With America’s Sins, Mooshed Into A Golem That Drinks	Li7RqTLUKcKk__drinks-with-americas-sins-mooshed-into-a-golem-that-drinks	987402	524	524	142	382	48643	118473	0	0	0	2020-11-15T07:01:38.729Z	2020-11-16T02:43:28.702Z	2	1000	128	0	6	nsfw		continue=382;story=128;say=11;do=3	exports/adventures/Li7RqTLUKcKk__drinks-with-americas-sins-mooshed-into-a-golem-that-drinks
LmWJeNhXuGaP	adventure	Conversation with AI Dungeon: Conspiracy Theory and Conspiracy Praxis!	LmWJeNhXuGaP__conversation-with-ai-dungeon-conspiracy-theory-and-conspirac	1292399	21	21	10	11	1815	3940	0	0	0	2021-02-01T11:36:00.748Z	2021-02-01T11:51:05.320Z	1	991	149	0	0	nsfw		continue=11;story=10	exports/adventures/LmWJeNhXuGaP__conversation-with-ai-dungeon-conspiracy-theory-and-conspirac
LpmLxMBWvLox	adventure	Math with words	LpmLxMBWvLox__math-with-words	1211061	60	60	28	32	1466	8482	0	0	0	2021-01-10T17:10:20.999Z	2021-01-10T17:41:09.730Z	1	0	100	0	0	experiment|test|math|ai		continue=32;story=28	exports/adventures/LpmLxMBWvLox__math-with-words
LrmqZ4alCgnI	adventure	Textplainer - COVID?	LrmqZ4alCgnI__textplainer-covid	875536	2	2	1	1	24	446	0	0	0	2020-10-06T10:53:13.143Z	2020-10-06T11:05:45.099Z	1	1000	0	0	0	nsfw|explain|complex		story=1;continue=1	exports/adventures/LrmqZ4alCgnI__textplainer-covid
LsUHTvDk8ufE	adventure	Your Cobralingus Engine has arrived!	LsUHTvDk8ufE__your-cobralingus-engine-has-arrived	1032920	1	1	1	0	1970	0	0	0	0	2020-11-17T17:09:11.039Z	2020-11-17T17:09:11.039Z	1	785	150	0	0	nsfw|language|jeff noon|remix|experimental|metamorphiction|alice in wonderland|hybridization|polysemy|nonlinear|word		story=1	exports/adventures/LsUHTvDk8ufE__your-cobralingus-engine-has-arrived
Lv8Vv3bGQNBi	adventure	Watch The Bethlehem Star In AI Dungeon!	Lv8Vv3bGQNBi__watch-the-bethlehem-star-in-ai-dungeon	1146010	28	28	14	14	1055	4915	0	0	0	2020-12-22T02:29:52.665Z	2020-12-22T07:28:29.795Z	1	190	0	0	0			continue=14;do=11;story=3	exports/adventures/Lv8Vv3bGQNBi__watch-the-bethlehem-star-in-ai-dungeon
